vessel,Category,subcategory,length,beam,GT,DWT,year_built
VALLE LUNA,Tanker,Chemical/Oil Products Tanker,183,32,30092,49999,2013
PS DREAM,Tanker,Chemical/Oil Products Tanker,183,32,30092,51233,2006
PS QUEEN,Tanker,Chemical/Oil Products Tanker,183,32,30092,51218,2006
GERAKAS,Tanker,Chemical/Oil Products Tanker,183,32,30040,49997,2009
OMODOS,Tanker,Chemical/Oil Products Tanker,183,32,30040,50521,2009
AQUADISIAC,Tanker,Chemical/Oil Products Tanker,183,32,30040,50695,2008
LEFKARA,Tanker,Chemical/Oil Products Tanker,183,32,30040,49996,2008
SKYLIGHT,Tanker,Chemical/Oil Products Tanker,183,32,30040,50927,2008
BUTTERFLY,Tanker,Chemical/Oil Products Tanker,183,32,30032,46048,2004
BRUNO,Tanker,Chemical/Oil Products Tanker,183,32,30032,46101,2004
MONTAGU,Tanker,Chemical/Oil Products Tanker,183,32,30032,46108,2006
WESTMORE,Tanker,Chemical/Oil Products Tanker,183,32,30032,46101,2006
AFOVOS,Tanker,Chemical/Oil Products Tanker,183,32,30031,49999,2009
GUNMETAL JACK,Tanker,Chemical/Oil Products Tanker,183,32,30031,49999,2009
ARDMORE SEAVANGUARD,Tanker,Chemical/Oil Products Tanker,183,32,30030,49997,2014
ALIAKMON,Tanker,Chemical/Oil Products Tanker,183,32,30030,46792,2006
AXIOS,Tanker,Chemical/Oil Products Tanker,183,32,30030,46792,2006
ARDMORE SEAVANTAGE,Tanker,Chemical/Oil Products Tanker,183,32,30030,49997,2014
BEAST,Tanker,Chemical/Oil Products Tanker,183,32,30030,47120,2005
PERICLES,Tanker,Chemical/Oil Products Tanker,183,32,30028,46992,2004
OSAKA,Tanker,Chemical/Oil Products Tanker,183,32,30028,46992,2004
SEAWAYS KYTHNOS,Tanker,Chemical/Oil Products Tanker,183,32,30021,50284,2010
VICTORY ARI,Tanker,Chemical/Oil Products Tanker,182,32,30020,47120,2005
JAG PUNIT,Tanker,Chemical/Oil Products Tanker,183,32,29967,49717,2016
SCF IRTYSH,Tanker,Chemical/Oil Products Tanker,183,32,29967,49999,2009
SCF ANADYR,Tanker,Chemical/Oil Products Tanker,183,32,29967,50973,2008
SCF ANGARA,Tanker,Chemical/Oil Products Tanker,183,32,29967,50956,2008
SCF DON,Tanker,Chemical/Oil Products Tanker,183,32,29967,50923,2009
MARITIME LIRA,Tanker,Chemical/Oil Products Tanker,183,32,29965,45341,1998
KOURION,Tanker,Chemical/Oil Products Tanker,183,32,29959,50209,2012
HIGH CHALLENGE,Tanker,Chemical/Oil Products Tanker,183,32,29957,49990,2017
HIGH WIND,Tanker,Chemical/Oil Products Tanker,183,32,29957,49990,2016
WARRIOR,Tanker,Chemical/Oil Products Tanker,182,32,29956,45354,1999
MARITIME RIYAL,Tanker,Chemical/Oil Products Tanker,183,32,29956,45363,1998
STI VENERE,Tanker,Chemical/Oil Products Tanker,183,32,29955,49990,2014
STENA CONDUCTOR,Tanker,Chemical/Oil Products Tanker,183,32,29949,49999,2022
DAS,Tanker,Chemical/Oil Products Tanker,183,32,29949,50261,2009
NORD MASTER,Tanker,Chemical/Oil Products Tanker,183,32,29949,49999,2022
NORD MARINER,Tanker,Chemical/Oil Products Tanker,183,32,29949,49999,2023
CLEAROCEAN MESQUITE,Tanker,Chemical/Oil Products Tanker,183,32,29949,49999,2021
SAKURA VOYAGER,Tanker,Chemical/Oil Products Tanker,183,32,29949,49998,2021
PLATINUM JUBILEE,Tanker,Chemical/Oil Products Tanker,183,32,29949,49999,2022
STENA CONVOY,Tanker,Chemical/Oil Products Tanker,183,32,29949,49999,2022
ST NICHOLAS,Tanker,Chemical/Oil Products Tanker,183,32,29874,49990,2022
KRITI JADE,Tanker,Chemical/Oil Products Tanker,183,32,29857,49999,2008
KRITI RUBY,Tanker,Chemical/Oil Products Tanker,183,32,29857,47999,2008
STENA IMMACULATE,Tanker,Chemical/Oil Products Tanker,183,32,29854,49729,2017
ALPINE LIBERTY,Tanker,Chemical/Oil Products Tanker,183,32,29849,49999,2010
LIAN XI HU,Tanker,Chemical/Oil Products Tanker,183,32,29848,50252,2017
VALLEBLU,Tanker,Chemical/Oil Products Tanker,183,32,29848,50895,2011
LIAN HUAN HU,Tanker,Chemical/Oil Products Tanker,183,32,29848,50239,2017
LIAN LE HU,Tanker,Chemical/Oil Products Tanker,183,32,29848,49999,2017
HAFNIA ANDREA,Tanker,Chemical/Oil Products Tanker,183,32,29846,49999,2015
HAFNIA CATERINA,Tanker,Chemical/Oil Products Tanker,183,32,29846,49999,2015
HIGH SEAS,Tanker,Chemical/Oil Products Tanker,183,32,29841,51678,2012
HIGH TIDE,Tanker,Chemical/Oil Products Tanker,183,32,29841,51768,2012
MT RED DIAMOND,Tanker,Chemical/Oil Products Tanker,183,32,29840,51034,2012
GREEN SPINEL,Tanker,Chemical/Oil Products Tanker,183,32,29840,51034,2012
STI SAN ANTONIO,Tanker,Chemical/Oil Products Tanker,183,32,29838,49990,2014
STI TEXAS CITY,Tanker,Chemical/Oil Products Tanker,183,32,29838,49990,2014
STI MERAUX,Tanker,Chemical/Oil Products Tanker,183,32,29838,49990,2014
TAMPICO,Tanker,Chemical/Oil Products Tanker,183,32,29832,50463,2008
BICENTENARIO,Tanker,Chemical/Oil Products Tanker,183,32,29832,50537,2008
LIJMILIYA,Tanker,LNG Tanker,345,55,168189,155159,2009
AL SAMRIYA,Tanker,LNG Tanker,345,55,168189,154900,2009
AL GHUWAIRIYA,Tanker,LNG Tanker,345,55,168189,154940,2008
AL MAFYAR,Tanker,LNG Tanker,345,54,163922,130441,2009
BU SAMRA,Tanker,LNG Tanker,345,54,163922,143581,2008
MEKAINES,Tanker,LNG Tanker,345,54,163922,143309,2009
UMM SLAL,Tanker,LNG Tanker,345,54,163922,130059,2008
SHAGRA,Tanker,LNG Tanker,345,54,163922,130102,2009
ZARGA,Tanker,LNG Tanker,345,54,163922,130211,2010
AL DAFNA,Tanker,LNG Tanker,345,54,163922,130157,2009
AAMIRA,Tanker,LNG Tanker,345,54,163922,130026,2010
RASHEEDA,Tanker,LNG Tanker,345,54,163922,130208,2010
AL MAYEDA,Tanker,LNG Tanker,345,54,163922,130298,2009
MOZAH,Tanker,LNG Tanker,345,54,163922,130102,2008
LNG JUNO,Tanker,LNG Tanker,298,49,149367,97917,2018
BUSHU MARU,Tanker,LNG Tanker,298,49,149367,97955,2019
NOHSHU MARU,Tanker,LNG Tanker,298,49,149367,97902,2019
PACIFIC BREEZE,Tanker,LNG Tanker,300,52,144978,92830,2018
DIAMOND GAS ROSE,Tanker,LNG Tanker,294,49,144828,94145,2018
DIAMOND GAS SAKURA,Tanker,LNG Tanker,294,49,144828,87494,2019
DIAMOND GAS ORCHID,Tanker,LNG Tanker,294,49,144828,94028,2018
GRACE DAHLIA,Tanker,LNG Tanker,300,52,141671,86512,2013
ENERGY HORIZON,Tanker,LNG Tanker,300,52,141136,87257,2011
MARVEL HERON,Tanker,LNG Tanker,298,49,139050,92659,2019
MARVEL CRANE,Tanker,LNG Tanker,298,49,139049,92799,2019
AL SAFLIYA,Tanker,LNG Tanker,315,50,137535,121963,2007
AL RUWAIS,Tanker,LNG Tanker,315,50,137535,121823,2007
DUHAIL,Tanker,LNG Tanker,315,50,137535,121639,2008
AL GHARIYA,Tanker,LNG Tanker,315,50,137535,121730,2008
AL SADD,Tanker,LNG Tanker,315,50,136980,121913,2009
AL KHATTIYA,Tanker,LNG Tanker,315,50,136980,121946,2009
AL KARAANA,Tanker,LNG Tanker,315,50,136980,122052,2009
AL NUAMAN,Tanker,LNG Tanker,315,50,136980,121910,2009
ONAIZA,Tanker,LNG Tanker,315,50,136980,121939,2009
AL BAHIYA,Tanker,LNG Tanker,315,50,136980,121957,2010
AL SHEEHANIYA,Tanker,LNG Tanker,315,50,136980,122006,2009
OCEANIC BREEZE,Tanker,LNG Tanker,288,49,136894,79883,2018
ESSHU MARU,Tanker,LNG Tanker,288,49,136740,86455,2014
SEISHU MARU,Tanker,LNG Tanker,288,49,136740,86414,2014
LNG JUROJIN,Tanker,LNG Tanker,288,49,136739,86121,2015
LNGSHIPS ATHENA,Tanker,LNG Tanker,299,46,116542,93534,2021
AMBERJACK LNG,Tanker,LNG Tanker,299,46,116542,93535,2020
BONITO LNG,Tanker,LNG Tanker,299,46,116542,93535,2020
TENERGY,Tanker,LNG Tanker,299,46,116542,93649,2022
COBIA LNG,Tanker,LNG Tanker,299,46,116542,93535,2021
VIVIT AMERICAS LNG,Tanker,LNG Tanker,299,46,116542,93534,2020
FLEX VOLUNTEER,Tanker,LNG Tanker,297,46,116430,93624,2021
FLEX AMBER,Tanker,LNG Tanker,297,46,116430,93624,2020
FLEX AURORA,Tanker,LNG Tanker,297,46,116430,93775,2020
FLEX VIGILANT,Tanker,LNG Tanker,299,46,116430,93764,2021
COOL DISCOVERER,Tanker,LNG Tanker,299,46,116354,93668,2020
COOL RACER,Tanker,LNG Tanker,299,46,116354,93423,2021
VIVIT ARABIA LNG,Tanker,LNG Tanker,299,46,116299,92855,2022
VIVIRT CITY LNG,Tanker,LNG Tanker,299,46,116299,92855,2021
HELLAS DIANA,Tanker,LNG Tanker,299,46,116284,93098,2021
HELLAS ATHINA,Tanker,LNG Tanker,299,46,116284,92955,2021
RIOJA KNUTSEN,Tanker,LNG Tanker,290,46,116246,92782,2016
LA MANCHA KNUTSEN,Tanker,LNG Tanker,284,46,116246,92802,2016
LNG BONNY II,Tanker,LNG Tanker,300,46,115995,98954,2015
LNG LAGOS II,Tanker,LNG Tanker,300,46,115995,99025,2016
EMEI,Tanker,LNG Tanker,295,45,114274,91557,2023
GASLOG HOUSTON,Tanker,LNG Tanker,290,46,114240,92345,2018
SM BLUEBIRD,Tanker,LNG Tanker,299,46,114221,95641,2022
LNG PROSPERITY,Tanker,LNG Tanker,299,46,114221,95630,2023
SM ALBATROSS,Tanker,LNG Tanker,299,46,114221,95606,2022
ORION BOHEMIA,Tanker,LNG Tanker,299,46,114221,95597,2022
WUDANG,Tanker,LNG Tanker,295,45,114209,91466,2022
KUNLUN,Tanker,LNG Tanker,295,45,114209,91509,2023
ENERGY PACIFIC,Tanker,LNG Tanker,295,46,114195,94643,2020
ENERGY INTELLIGENCE,Tanker,LNG Tanker,295,46,114195,94649,2021
ENERGY ENDEAVOUR,Tanker,LNG Tanker,295,46,114195,94649,2021
ENERGY INTEGRITY,Tanker,LNG Tanker,295,46,114195,94648,2021
SHAOLIN,Tanker,LNG Tanker,294,45,114181,91752,2022
SM KESTREL,Tanker,LNG Tanker,299,46,114180,95817,2023
ALICANTE KNUTSEN,Tanker,LNG Tanker,299,47,114180,95548,2022
SANTANDER KNUTSEN,Tanker,LNG Tanker,299,47,114180,95548,2022
HUELVA KNUTSEN,Tanker,LNG Tanker,299,47,114180,95548,2022
PARIS KNUTSEN,Tanker,LNG Tanker,299,47,114180,95548,2023
MALAGA KNUTSEN,Tanker,LNG Tanker,299,47,114180,95548,2022
FERROL KNUTSEN,Tanker,LNG Tanker,299,47,114180,95548,2023
RIBERA DUERO KNUTSEN,Tanker,LNG Tanker,290,46,111109,96740,2010
ENERGY FIDELITY,Tanker,LNG Tanker,289,46,111089,95165,2023
ENERGY ENDURANCE,Tanker,LNG Tanker,290,46,111089,95165,2024
AL KHOR,Tanker,LNG Tanker,298,46,111083,72176,1996
AL ZUBARAH,Tanker,LNG Tanker,298,46,111079,72557,1996
BARCELONA KNUTSEN,Tanker,LNG Tanker,290,46,110920,97730,2010
VALENCIA KNUTSEN,Tanker,LNG Tanker,290,46,110920,97730,2010
SEVILLA KNUTSEN,Tanker,LNG Tanker,290,46,110920,97730,2010
SHAHAMAH,Tanker,LNG Tanker,293,46,110895,71931,1994
AL KHAZNAH,Tanker,LNG Tanker,293,46,110895,71543,1994
GHASHA,Tanker,LNG Tanker,293,46,110895,71593,1995
BW CLEAR SKY,Tanker,LNG Tanker,298,46,109949,96811,2011
BW ENN CRYSTAL SKY,Tanker,LNG Tanker,298,46,109949,96889,2011
EKAPUTRA 1,Tanker,LNG Tanker,290,46,109281,78988,1990
METHANE JULIA LOUISE,Tanker,LNG Tanker,290,45,109004,86125,2010
M. PATRICIA CAMILA,Tanker,LNG Tanker,291,45,109004,86272,2010
METHANE BECKI ANNE,Tanker,LNG Tanker,291,45,109004,86269,2010
SERI BALHAF,Tanker,LNG Tanker,295,46,107633,91201,2009
SERI BALQIS,Tanker,LNG Tanker,295,46,107633,91198,2009
ENERGY ATLANTIC,Tanker,LNG Tanker,290,46,106771,89766,2015
MALANJE,Tanker,LNG Tanker,285,43,100723,82729,2011
SOYO,Tanker,LNG Tanker,285,43,100723,82858,2011
LOBITO,Tanker,LNG Tanker,285,43,100723,82929,2011
HYUNDAI ECOPIA,Tanker,LNG Tanker,288,44,100545,83959,2008
GRACE COSMOS,Tanker,LNG Tanker,288,44,100481,85224,2008
GRACE ACACIA,Tanker,LNG Tanker,288,44,100341,85214,2007
GRACE BARLERIA,Tanker,LNG Tanker,288,44,100256,77969,2007
NEW ENERGY,Tanker,LNG Tanker,288,44,100253,85602,2007
AMUR RIVER,Tanker,LNG Tanker,288,44,100244,84598,2008
CLEAN ENERGY,Tanker,LNG Tanker,288,44,100244,85513,2007
OB RIVER,Tanker,LNG Tanker,288,44,100244,84682,2007
YENISEI RIVER,Tanker,LNG Tanker,288,44,100236,84565,2013
ARCTIC AURORA,Tanker,LNG Tanker,288,44,100236,84604,2013
LENA RIVER,Tanker,LNG Tanker,288,44,100236,84585,2013
K. MUGUNGWHA,Tanker,LNG Tanker,288,43,99151,87442,2008
AL MARROUNA,Tanker,LNG Tanker,288,43,99106,81936,2006
AL AREESH,Tanker,LNG Tanker,288,43,99106,90617,2007
AL DAAYEN,Tanker,LNG Tanker,288,43,99106,90617,2007
LNG KANO,Tanker,LNG Tanker,288,43,98798,83961,2007
LNG IMO,Tanker,LNG Tanker,288,43,98798,83688,2008
MERCHANT,Tanker,LNG Tanker,279,42,93498,75059,2003
SINGAPORE ENERGY,Tanker,LNG Tanker,279,43,93498,75074,2003
PRIMA CONCORD,Tanker,LNG Tanker,279,43,93410,73989,2004
FUWAIRIT,Tanker,LNG Tanker,279,43,93227,74067,2004
MILAHA RAS LAFFAN,Tanker,LNG Tanker,279,43,93226,73705,2004
SK SUNRISE,Tanker,LNG Tanker,279,43,92927,75249,2003
SK SUPREME,Tanker,LNG Tanker,279,43,92866,75319,2000
SK STELLAR,Tanker,LNG Tanker,279,43,92866,75135,2000
SEAPEAK MADRID,Tanker,LNG Tanker,284,42,90835,77213,2004
BILBAO KNUTSEN,Tanker,LNG Tanker,284,43,90835,77217,2004
SEAPEAK CATALUNYA,Tanker,LNG Tanker,284,43,90835,77204,2003
CASTILLO DE VILLALBA,Tanker,LNG Tanker,284,43,90835,77217,2003
CADIZ KNUTSEN,Tanker,LNG Tanker,284,42,90835,77228,2004
SESTAO KNUTSEN,Tanker,LNG Tanker,284,42,90478,77204,2007
HL PYEONGTAEK,Tanker,LNG Tanker,264,43,89956,71041,1995
LNG DELTA,Tanker,LNG Tanker,289,41,88936,75172,1978
DAHLIA,Tanker,LNG Tanker,289,41,88919,64991,1979
GALEOMMA,Tanker,LNG Tanker,289,41,88581,75171,1978
PUTERI NILAM,Tanker,LNG Tanker,274,43,86211,73519,1995
PUTERI DELIMA,Tanker,LNG Tanker,274,43,86205,73519,1995
UNIVERSAL INNOVATOR,Tanker,Crude Oil Tanker,330,60,154137,299546,2019
UNIVERSAL FRONTIER,Tanker,Crude Oil Tanker,330,60,154137,299546,2019
FRONT OTRA,Tanker,Crude Oil Tanker,333,60,154133,299011,2016
HERCULES I,Tanker,Crude Oil Tanker,333,60,154133,299011,2017
AEGEAN,Tanker,Crude Oil Tanker,333,60,154133,299010,2016
SERENDIPITY,Tanker,Crude Oil Tanker,330,60,154046,299936,2021
HUNTER,Tanker,Crude Oil Tanker,333,60,154046,299940,2021
HALCYON,Tanker,Crude Oil Tanker,333,60,154046,299942,2020
BABYLON,Tanker,Crude Oil Tanker,333,60,154046,299700,2020
SILVERSTONE,Tanker,Crude Oil Tanker,333,60,154046,299772,2020
CASPAR,Tanker,Crude Oil Tanker,330,60,154036,299847,2022
DEGAS,Tanker,Crude Oil Tanker,330,60,154036,299829,2022
FRONT DEFENDER,Tanker,Crude Oil Tanker,330,60,154007,298952,2019
FRONT DISCOVERY,Tanker,Crude Oil Tanker,330,60,154007,298952,2019
ALTEREGO,Tanker,Crude Oil Tanker,330,60,154004,299847,2022
NESO,Tanker,Crude Oil Tanker,332,58,153970,306229,2004
V. GLORY,Tanker,Crude Oil Tanker,333,60,153947,299682,2019
STELLAR ORACLE,Tanker,Crude Oil Tanker,332,58,153911,306344,2001
CATHAY 6,Tanker,Crude Oil Tanker,332,58,153911,306317,2001
SPRITE,Tanker,Crude Oil Tanker,332,58,153911,306093,2003
GIANNIS,Tanker,Crude Oil Tanker,274,50,85496,149999,2011
GRACE NOEL,Tanker,Crude Oil Tanker,274,50,85496,149999,2011
AMAZON,Tanker,Crude Oil Tanker,274,50,85496,149999,2011
TONY,Tanker,Crude Oil Tanker,274,50,85496,162342,2010
ELENI,Tanker,Crude Oil Tanker,274,50,85496,149999,2011
SALINA,Tanker,Crude Oil Tanker,274,50,85462,164154,2009
SONIA1,Tanker,Crude Oil Tanker,274,50,85462,164154,2008
SEVIN,Tanker,Crude Oil Tanker,274,50,85462,164154,2008
ELISABETH MAERSK,Tanker,Crude Oil Tanker,274,49,85445,158277,2017
EVA MAERSK,Tanker,Crude Oil Tanker,274,49,85445,158468,2017
EFFIE MAERSK,Tanker,Crude Oil Tanker,274,49,85445,158295,2017
ODESSA,Tanker,Crude Oil Tanker,274,50,85436,149999,2013
NOVO,Tanker,Crude Oil Tanker,274,50,85436,149999,2012
PRISMA,Tanker,Crude Oil Tanker,274,50,85431,164565,2005
MIANZIMU,Tanker,Crude Oil Tanker,274,50,85431,164608,2005
ALASKA,Tanker,Crude Oil Tanker,274,50,85421,163250,2006
ARCHANGEL,Tanker,Crude Oil Tanker,274,50,85421,163216,2006
ARCTIC,Tanker,Crude Oil Tanker,274,50,85421,163216,2007
ANTARCTIC,Tanker,Crude Oil Tanker,274,50,85421,163216,2007
POLAR ADVENTURE,Tanker,Crude Oil Tanker,273,46,85387,141740,2004
DESH SHAKTI,Tanker,Crude Oil Tanker,274,48,84261,157957,2004
ALMI EXPLORER,Tanker,Crude Oil Tanker,274,48,84216,157787,2013
ALMI SUN,Tanker,Crude Oil Tanker,274,48,84216,157787,2013
ALMI GALAXY,Tanker,Crude Oil Tanker,274,48,84216,157787,2012
ALMI SKY,Tanker,Crude Oil Tanker,274,48,84216,157787,2012
ALMI GLOBE,Tanker,Crude Oil Tanker,274,48,84216,157787,2012
ALMI ODYSSEY,Tanker,Crude Oil Tanker,274,48,84216,157787,2013
ALMI HORIZON,Tanker,Crude Oil Tanker,274,48,84216,157787,2011
SONANGOL CAZENGA,Tanker,Crude Oil Tanker,274,48,84214,156899,2017
SONANGOL MAIOMBE,Tanker,Crude Oil Tanker,274,48,84214,156935,2017
FRONT BRAGE,Tanker,Crude Oil Tanker,274,48,84209,156557,2011
CAPE BENAT,Tanker,Crude Oil Tanker,274,48,84160,156642,2010
GEM,Tanker,Crude Oil Tanker,274,48,84160,156840,2010
FRONT THOR,Tanker,Crude Oil Tanker,274,48,84160,156719,2010
ALMI NAVIGATOR,Tanker,Crude Oil Tanker,274,48,84156,157564,2013
ALMI VOYAGER,Tanker,Crude Oil Tanker,274,48,84156,157638,2014
OTIS,Tanker,Crude Oil Tanker,275,48,84154,156717,2010
BAY DEMETRA,Tanker,Crude Oil Tanker,274,48,84154,156654,2009
YUAN BEI HAI,Tanker,Crude Oil Tanker,274,48,84127,158840,2021
YUAN DONG HAI,Tanker,Crude Oil Tanker,274,48,84127,158677,2020
MIN HANG,Tanker,Crude Oil Tanker,274,48,82982,158553,2003
SEA SAPPHIRE,Tanker,Crude Oil Tanker,274,48,82916,156669,2022
MONTE URQUIOLA,Tanker,Crude Oil Tanker,274,48,82908,156331,2019
MONTE UDALA,Tanker,Crude Oil Tanker,274,48,82908,156341,2018
MONTE URBASA,Tanker,Crude Oil Tanker,274,48,82908,156400,2018
MONTE ULIA,Tanker,Crude Oil Tanker,274,48,82908,156424,2019
PERTAMINA HALMAHERA,Tanker,Crude Oil Tanker,274,48,82891,156586,2020
GLORIA MARIS,Tanker,Crude Oil Tanker,274,48,82891,156620,2021
SAMSARA,Tanker,Crude Oil Tanker,274,48,82870,159855,2017
MARFA,Tanker,Crude Oil Tanker,274,48,82870,159513,2017
MARLIN SOMERSET,Tanker,Crude Oil Tanker,274,48,82839,156620,2019
MONTE SERANTES,Tanker,Crude Oil Tanker,274,48,82839,149995,2019
MARLIN SICILY,Tanker,Crude Oil Tanker,274,48,82839,149999,2019
MARLIN SHIKOKU,Tanker,Crude Oil Tanker,274,48,82839,156574,2019
MARLIN SANTORINI,Tanker,Crude Oil Tanker,274,48,82839,156587,2019
MARLIN SARDINIA,Tanker,Crude Oil Tanker,274,48,82839,156607,2019
FRONT CRYSTAL,Tanker,Crude Oil Tanker,276,48,82828,157409,2017
CARMEN KNUTSEN,Tanker,Crude Oil Tanker,281,48,82803,156296,2013
EAGLE BERGEN,Tanker,Crude Oil Tanker,270,46,82789,120567,2015
ATLANTIC M,Tanker,Crude Oil Tanker,274,48,82781,156668,2022
SUMMIT SPIRIT,Tanker,Crude Oil Tanker,274,48,81732,159955,2008
SUEZ PROTOPIA,Tanker,Crude Oil Tanker,274,48,81732,160391,2008
ZENITH SPIRIT,Tanker,Crude Oil Tanker,274,48,81732,159952,2009
OLYMPIC FIGHTER,Tanker,Crude Oil Tanker,274,48,81722,158871,2017
OLYMPIC FRIENDSHIP,Tanker,Crude Oil Tanker,274,48,81722,158871,2017
NORDIC SPACE,Tanker,Crude Oil Tanker,277,48,81721,157587,2017
NORDIC STAR,Tanker,Crude Oil Tanker,277,48,81718,157737,2016
SEAWAYS FRIO,Tanker,Crude Oil Tanker,274,48,81708,158782,2012
APOLLO VOYAGER,Tanker,Crude Oil Tanker,274,48,81686,157135,2020
ARTEMIS VOYAGER,Tanker,Crude Oil Tanker,274,48,81686,157803,2020
ELANDRA EAGLE,Tanker,Crude Oil Tanker,277,48,81686,157554,2017
ELANDRA FALCON,Tanker,Crude Oil Tanker,277,48,81686,157553,2017
FRONT IDUN,Tanker,Crude Oil Tanker,275,48,81670,156657,2015
POLIEGOS,Tanker,Crude Oil Tanker,274,48,81630,157540,2017
MILOS,Tanker,Crude Oil Tanker,274,48,81630,157525,2016
DELTA HARMONY,Tanker,Crude Oil Tanker,274,48,81619,157410,2009
DELTA COMMANDER,Tanker,Crude Oil Tanker,274,48,81619,157477,2010
DELTA IOS,Tanker,Crude Oil Tanker,274,48,81619,157484,2009
YLTA HELLAS,Tanker,Crude Oil Tanker,274,48,81619,157583,2009
DELTA POSEIDON,Tanker,Crude Oil Tanker,274,48,81619,157380,2011
PRIMEWAY,Tanker,Crude Oil Tanker,277,48,81394,157470,2018
RIO SPIRIT,Tanker,Crude Oil Tanker,274,48,81394,158368,2013
CE-HAMILTON,Tanker,Crude Oil Tanker,274,48,81384,158099,2009
RIO APURE,Tanker,Crude Oil Tanker,274,48,81384,158658,2011
RIO ORINOCO,Tanker,Crude Oil Tanker,274,48,81384,158589,2011
LI BAI,Tanker,Crude Oil Tanker,274,48,81384,158672,2011
CE-BERMUDA,Tanker,Crude Oil Tanker,274,48,81384,158143,2009
LIPARI,Tanker,Crude Oil Tanker,274,48,81380,158237,2012
PALMER,Tanker,Crude Oil Tanker,274,48,81380,158843,2006
BORDEIRA,Tanker,Crude Oil Tanker,274,48,81380,158513,2013
CARO,Tanker,Crude Oil Tanker,274,48,81380,158784,2007
HERA,Tanker,Crude Oil Tanker,274,48,81380,158843,2007
SUEZ FURY,Tanker,Crude Oil Tanker,274,48,81380,158933,2006
EAGLE SAN FRANCISCO,Tanker,Crude Oil Tanker,277,48,81377,157512,2018
EAGLE SAN JOSE,Tanker,Crude Oil Tanker,277,48,81377,157512,2018
SEAVIGOUR,Tanker,Crude Oil Tanker,274,48,81368,158566,2016
SEA GARNET,Tanker,Crude Oil Tanker,274,48,81364,158455,2017
MINERVA EVROPI,Tanker,Crude Oil Tanker,274,48,81361,159055,2018
MINERVA KALYPSO,Tanker,Crude Oil Tanker,274,48,81361,159055,2017
DELTA KANARIS,Tanker,Crude Oil Tanker,274,48,81360,157563,2010
MONTESTENA,Tanker,Crude Oil Tanker,274,48,81187,159372,2012
DELTA BLUE,Tanker,Crude Oil Tanker,274,48,81186,158322,2012
SEAMAJESTY,Tanker,Crude Oil Tanker,274,48,81186,158322,2012
DAWN II,Tanker,Crude Oil Tanker,274,48,81151,159901,2000
LIMO,Tanker,Crude Oil Tanker,274,48,81151,159959,2000
SYMEON,Tanker,Crude Oil Tanker,274,48,81148,146652,1998
S JEAN,Tanker,Crude Oil Tanker,274,48,81148,146643,1998
CARUZO,Tanker,Crude Oil Tanker,274,48,81148,146645,1998
S ROMUALD,Tanker,Crude Oil Tanker,274,48,81148,146639,1998
NAVION STAVANGER,Tanker,Crude Oil Tanker,278,46,81141,148729,2003
BLUE LAGOON I,Tanker,Crude Oil Tanker,278,46,81141,148553,2003
SOUZANA,Tanker,Crude Oil Tanker,274,48,81135,163038,1991
LORD BYRON 21,Tanker,Crude Oil Tanker,277,48,81110,156921,2021
NAROVA,Tanker,Crude Oil Tanker,274,45,81110,143895,1992
KANARIS 21,Tanker,Crude Oil Tanker,277,48,81110,156921,2021
OMEGA,Tanker,Crude Oil Tanker,274,48,81093,159999,2000
CAPE BALDER,Tanker,Crude Oil Tanker,274,48,81093,159998,2000
FIRN,Tanker,Crude Oil Tanker,274,48,81085,159173,2002
NEVE,Tanker,Crude Oil Tanker,274,48,81085,159184,2002
TREND,Tanker,Crude Oil Tanker,274,48,81085,159314,2002
RAVEN,Tanker,Crude Oil Tanker,269,46,79812,153019,2001
BASS,Tanker,Crude Oil Tanker,269,46,79779,153044,1997
LOW RIDER,Tanker,Crude Oil Tanker,274,44,79718,154970,1991
LA PEARL,Tanker,Crude Oil Tanker,274,48,79714,159713,1998
WARRIOR,Tanker,Crude Oil Tanker,269,46,79669,153409,1998
FURY,Tanker,Crude Oil Tanker,269,46,79669,153328,1998
DISCO TEK,Tanker,Crude Oil Tanker,269,46,79669,153328,1998
ZENO,Tanker,Crude Oil Tanker,269,46,79668,151848,2003
IJEMO,Tanker,Crude Oil Tanker,269,46,79668,151736,2003
WILMA II,Tanker,Crude Oil Tanker,269,46,79668,151693,2004
OCEAN RUBY,Tanker,Crude Oil Tanker,269,46,79633,153152,1997
MT SOLAN,Tanker,Crude Oil Tanker,269,46,79633,153152,1998
GLEN MAYE,Tanker,Crude Oil Tanker,272,46,79595,151850,1992
LIA,Tanker,Crude Oil Tanker,277,44,79592,146273,1996
MISCA,Tanker,Crude Oil Tanker,272,46,79574,149995,2001
IZUMO,Tanker,Crude Oil Tanker,272,46,79525,149995,2001
DESTAMAR,Tanker,Crude Oil Tanker,272,46,79525,149991,2002
JAMES II,Tanker,Crude Oil Tanker,272,46,79525,149995,2002
TIRUPATI,Tanker,Crude Oil Tanker,276,45,79516,149258,1994
MAR,Tanker,Crude Oil Tanker,270,45,79494,149706,1997
